Player,Pos,stats_link,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),year
Jarvis Landry,WR,https://www.sports-reference.com/cfb/players/jarvis-landry-1.html,5-11,205,4.65,28.5,12,110,,,Miami Dolphins / 2nd / 63rd pick / 2014,2014
Tyler Larsen,C, ,6-4,313,5.17,23.5,36,102,8.22,4.70,,2014
Cody Latimer,WR,https://www.sports-reference.com/cfb/players/cody-latimer-1.html,6-2,215,4.52,,23,,,,Denver Broncos / 2nd / 56th pick / 2014,2014
Demarcus Lawrence,DE,https://www.sports-reference.com/cfb/players/demarcus-lawrence-1.html,6-3,251,4.80,34.5,20,113,7.46,4.31,Dallas Cowboys / 2nd / 34th pick / 2014,2014
Nevin Lawson,CB,https://www.sports-reference.com/cfb/players/nevin-lawson-1.html,5-9,190,4.48,33.0,16,120,7.12,4.40,Detroit Lions / 4th / 133rd pick / 2014,2014
Marqise Lee,WR,https://www.sports-reference.com/cfb/players/marqise-lee-1.html,6-0,192,4.52,38.0,,127,,4.01,Jacksonville Jaguars / 2nd / 39th pick / 2014,2014
Charles Leno,OG,https://www.sports-reference.com/cfb/players/charles-leno-1.html,6-4,303,5.25,29.0,21,108,7.57,4.40,Chicago Bears / 7th / 246th pick / 2014,2014
Charles Leno,TE, ,6-2,252,4.50,34.0,20,128,,,,2014
Richie Leone,P,https://www.sports-reference.com/cfb/players/richie-leone-1.html,6-3,211,5.10,,,,,,,2014
Taylor Lewan,OT,https://www.sports-reference.com/cfb/players/taylor-lewan-1.html,6-7,309,4.87,30.5,29,117,7.39,4.49,Tennessee Titans / 1st / 11th pick / 2014,2014
Isaiah Lewis,S,https://www.sports-reference.com/cfb/players/isaiah-lewis-1.html,5-10,211,4.60,36.5,15,122,7.05,4.47,,2014
Brandon Linder,OG,https://www.sports-reference.com/cfb/players/brandon-linder-1.html,6-6,311,5.35,26.5,30,100,,,Jacksonville Jaguars / 3rd / 93rd pick / 2014,2014
Corey Linsley,C,https://www.sports-reference.com/cfb/players/corey-linsley-1.html,6-3,296,5.24,27.0,36,,,,Green Bay Packers / 5th / 161st pick / 2014,2014
Boseko Lokombo,OLB,https://www.sports-reference.com/cfb/players/boseko-lokombo-1.html,6-2,225,4.66,,,122,7.15,4.30,,2014
Spencer Long,OG,https://www.sports-reference.com/cfb/players/spencer-long-1.html,6-5,320,5.16,,,,,,Washington Redskins / 3rd / 78th pick / 2014,2014
Craig Loston,S,https://www.sports-reference.com/cfb/players/craig-loston-1.html,6-1,217,4.65,32.5,12,119,7.15,4.35,,2014
Cornelius Lucas,OT, ,6-8,316,5.29,,,,,,,2014
Marcus Lucas,WR,https://www.sports-reference.com/cfb/players/marcus-lucas-1.html,6-4,218,4.60,36.0,20,124,7.07,4.25,,2014
Colt Lyerla,TE,https://www.sports-reference.com/cfb/players/colt-lyerla-1.html,6-4,242,4.61,39.0,15,128,,,,2014
Aaron Lynch,DE,https://www.sports-reference.com/cfb/players/aaron-lynch-1.html,6-5,249,4.76,,18,,,,San Francisco 49ers / 5th / 150th pick / 2014,2014
Arthur Lynch,TE,https://www.sports-reference.com/cfb/players/arthur-lynch-1.html,6-5,258,4.82,29.5,28,116,7.38,4.35,Miami Dolphins / 5th / 155th pick / 2014,2014
Jordan Lynch,QB,https://www.sports-reference.com/cfb/players/jordan-lynch-1.html,6-0,217,4.76,29.5,,109,6.55,4.20,,2014
Khalil Mack,OLB,https://www.sports-reference.com/cfb/players/khalil-mack-1.html,6-3,251,4.65,40.0,23,128,7.08,4.18,Oakland Raiders / 1st / 5th pick / 2014,2014
Cody Mandell,P,https://www.sports-reference.com/cfb/players/cody-mandell-1.html,6-2,216,4.89,27.0,,109,,,,2014
Eathyn Manumaleuna,DT,https://www.sports-reference.com/cfb/players/eathyn-manumaleuna-1.html,6-2,296,5.16,28.0,29,101,7.78,4.61,,2014
Johnny Manziel,QB,https://www.sports-reference.com/cfb/players/johnny-manziel-1.html,6-0,207,4.68,31.5,,113,6.75,4.03,Cleveland Browns / 1st / 22nd pick / 2014,2014
Cassius Marsh,DE,https://www.sports-reference.com/cfb/players/cassius-marsh-1.html,6-4,252,4.89,32.0,14,108,7.08,4.25,Seattle Seahawks / 4th / 108th pick / 2014,2014
Kareem Martin,DE,https://www.sports-reference.com/cfb/players/kareem-martin-1.html,6-6,272,4.72,35.5,22,129,7.20,4.33,Arizona Cardinals / 3rd / 84th pick / 2014,2014
Marcus Martin,C,https://www.sports-reference.com/cfb/players/marcus-martin-2.html,6-3,320,5.38,,23,,,,San Francisco 49ers / 3rd / 70th pick / 2014,2014
Zack Martin,OG,https://www.sports-reference.com/cfb/players/zack-martin-1.html,6-4,308,5.22,28.0,29,106,7.65,4.59,Dallas Cowboys / 1st / 16th pick / 2014,2014
Zack Martin,OG,https://www.sports-reference.com/cfb/players/zack-martin-1.html,6-4,308,5.22,28.0,29,106,7.65,4.59,Dallas Cowboys / 1st / 16th pick / 2014,2014
Tre Mason,RB,https://www.sports-reference.com/cfb/players/tre-mason-1.html,5-8,207,4.50,38.5,,126,,4.15,St. Louis Rams / 3rd / 75th pick / 2014,2014
Tre Mason,QB, ,6-4,223,5.26,25.5,,105,7.14,4.36,,2014
Jake Matthews,OT,https://www.sports-reference.com/cfb/players/jake-matthews-1.html,6-5,308,5.07,30.5,24,105,7.34,4.47,Atlanta Falcons / 1st / 6th pick / 2014,2014
Jordan Matthews,WR,https://www.sports-reference.com/cfb/players/jordan-matthews-1.html,6-3,212,4.46,35.5,21,120,6.95,4.18,Philadelphia Eagles / 2nd / 42nd pick / 2014,2014
Josh Mauro,DE,https://www.sports-reference.com/cfb/players/josh-mauro-1.html,6-6,271,5.21,32.0,21,116,7.43,4.51,,2014
A.J. McCarron,QB,https://www.sports-reference.com/cfb/players/aj-mccarron-1.html,6-3,220,4.94,28.0,,99,7.18,4.34,Cincinnati Bengals / 5th / 164th pick / 2014,2014
Daniel McCullers,DT,https://www.sports-reference.com/cfb/players/daniel-mccullers-1.html,6-7,352,5.18,20.5,27,97,,,Pittsburgh Steelers / 6th / 215th pick / 2014,2014
Dexter McDougle,CB,https://www.sports-reference.com/cfb/players/dexter-mcdougle-1.html,5-10,196,4.47,,,,,,New York Jets / 3rd / 80th pick / 2014,2014
Keith McGill,CB,https://www.sports-reference.com/cfb/players/keith-mcgill-1.html,6-3,211,4.51,39.0,,129,7.29,4.18,Oakland Raiders / 4th / 116th pick / 2014,2014
Jerick McKinnon,RB, ,5-9,209,4.41,40.5,32,132,6.83,4.12,Minnesota Vikings / 3rd / 96th pick / 2014,2014
Zach Mettenberger,QB,https://www.sports-reference.com/cfb/players/zach-mettenberger-1.html,6-5,224,,,,,,,Tennessee Titans / 6th / 178th pick / 2014,2014
Jack Mewhort,OT,https://www.sports-reference.com/cfb/players/jack-mewhort-1.html,6-6,309,5.37,26.0,28,101,7.79,4.64,Indianapolis Colts / 2nd / 59th pick / 2014,2014
Trey Millard,FB,https://www.sports-reference.com/cfb/players/trey-millard-1.html,6-2,247,4.64,,,,,,San Francisco 49ers / 7th / 245th pick / 2014,2014
Tevin Mims,DE,https://www.sports-reference.com/cfb/players/tevin-mims-2.html,6-4,260,4.95,27.5,17,109,,,,2014
Terrance Mitchell,CB,https://www.sports-reference.com/cfb/players/terrance-mitchell-1.html,5-11,192,4.63,34.0,,117,6.57,4.00,Dallas Cowboys / 7th / 254th pick / 2014,2014
Donte Moncrief,WR,https://www.sports-reference.com/cfb/players/donte-moncrief-1.html,6-2,221,4.40,39.5,13,132,7.02,4.30,Indianapolis Colts / 3rd / 90th pick / 2014,2014
Zach Moore,DE, ,6-5,269,4.84,33.5,23,123,7.41,4.46,New England Patriots / 6th / 198th pick / 2014,2014
James Morris,ILB,https://www.sports-reference.com/cfb/players/james-morris-1.html,6-1,241,4.80,34.5,18,117,6.94,4.36,,2014
Stephen Morris,QB,https://www.sports-reference.com/cfb/players/stephen-morris-1.html,6-2,213,4.63,30.0,,111,7.36,4.49,,2014
Morgan Moses,OT,https://www.sports-reference.com/cfb/players/morgan-moses-1.html,6-6,314,5.35,21.5,,106,7.93,4.95,Washington Redskins / 3rd / 66th pick / 2014,2014
C.J. Mosley,ILB,https://www.sports-reference.com/cfb/players/cj-mosley-1.html,6-2,234,4.65,35.0,,118,7.30,4.40,Baltimore Ravens / 1st / 17th pick / 2014,2014
C.J. Mosley,RB,https://www.sports-reference.com/cfb/players/adam-muema-1.html,5-10,202,4.56,,,,,,,2014
Jake Murphy,TE,https://www.sports-reference.com/cfb/players/jake-murphy-1.html,6-4,249,4.79,33.0,24,114,7.18,4.27,,2014
Trent Murphy,DE,https://www.sports-reference.com/cfb/players/trent-murphy-1.html,6-5,250,4.86,35.5,19,118,6.78,4.20,Washington Redskins / 2nd / 47th pick / 2014,2014
Aaron Murray,QB,https://www.sports-reference.com/cfb/players/aaron-murray-1.html,6-0,207,4.84,,,,,,Kansas City Chiefs / 5th / 163rd pick / 2014,2014
Jordan Najvar,TE,https://www.sports-reference.com/cfb/players/jordan-najvar-1.html,6-6,256,4.93,32.5,18,112,7.14,4.47,,2014
Jonathan Newsome,OLB,https://www.sports-reference.com/cfb/players/jonathan-newsome-2.html,6-3,247,4.73,34.0,21,117,7.31,4.63,Indianapolis Colts / 5th / 166th pick / 2014,2014
Troy Niklas,TE,https://www.sports-reference.com/cfb/players/troy-niklas-1.html,6-6,270,4.84,32.0,27,114,7.57,4.55,Arizona Cardinals / 2nd / 52nd pick / 2014,2014
Kevin Norwood,WR,https://www.sports-reference.com/cfb/players/kevin-norwood-1.html,6-2,198,4.48,33.0,8,121,6.68,4.32,Seattle Seahawks / 4th / 123rd pick / 2014,2014
Kyle Van Noy,OLB,https://www.sports-reference.com/cfb/players/kyle-van-noy-1.html,6-3,243,4.71,32.5,21,112,7.22,4.20,Detroit Lions / 2nd / 40th pick / 2014,2014
Pat O'Donnell,P,https://www.sports-reference.com/cfb/players/pat-odonnell-2.html,6-4,220,4.64,30.5,23,120,,,Chicago Bears / 6th / 191st pick / 2014,2014
Jeoffrey Pagan,DE,https://www.sports-reference.com/cfb/players/jeoffrey-pagan-1.html,6-3,310,4.92,,,,,,Houston Texans / 6th / 177th pick / 2014,2014
Tenny Palepoi,DT,https://www.sports-reference.com/cfb/players/tenny-palepoi-1.html,6-1,298,5.10,30.5,31,111,7.67,4.53,,2014
Matt Paradis,C,https://www.sports-reference.com/cfb/players/matt-paradis-1.html,6-3,306,5.34,26.0,23,103,7.60,4.46,Denver Broncos / 6th / 207th pick / 2014,2014
Matt Patchan,OT, ,6-6,302,4.97,33.5,22,,,,,2014
Jacob Pedersen,TE,https://www.sports-reference.com/cfb/players/jacob-pedersen-1.html,6-3,238,4.82,28.5,,111,7.55,4.40,,2014
LaDarius Perkins,RB,https://www.sports-reference.com/cfb/players/ladarius-perkins-1.html,5-7,195,4.46,35.5,23,124,7.08,4.30,,2014
Kevin Pierre-Louis,OLB,https://www.sports-reference.com/cfb/players/kevin-pierre-louis-1.html,6-0,232,4.51,39.0,28,128,6.92,4.02,Seattle Seahawks / 4th / 132nd pick / 2014,2014
Ronald Powell,OLB,https://www.sports-reference.com/cfb/players/ronald-powell-1.html,6-3,237,4.65,35.5,21,114,,,New Orleans Saints / 5th / 169th pick / 2014,2014
Jabari Price,CB,https://www.sports-reference.com/cfb/players/jabari-price-1.html,5-11,200,4.45,,16,,7.04,4.30,Minnesota Vikings / 7th / 225th pick / 2014,2014
Calvin Pryor,S,https://www.sports-reference.com/cfb/players/calvin-pryor-1.html,5-11,207,4.58,34.5,18,116,,,New York Jets / 1st / 18th pick / 2014,2014
Loucheiz Purifoy,CB,https://www.sports-reference.com/cfb/players/loucheiz-purifoy-1.html,5-11,190,4.61,35.5,6,120,,,,2014
Kelcy Quarles,DT,https://www.sports-reference.com/cfb/players/kelcy-quarles-1.html,6-4,297,5.03,23.5,27,102,,,,2014
Kaleb Ramsey,DT,https://www.sports-reference.com/cfb/players/kaleb-ramsey-1.html,6-3,293,,,36,,,,San Francisco 49ers / 7th / 243rd pick / 2014,2014
Keith Reaser,CB,https://www.sports-reference.com/cfb/players/keith-reaser-1.html,5-11,189,4.43,,22,,,,San Francisco 49ers / 5th / 170th pick / 2014,2014
Silas Redd,RB,https://www.sports-reference.com/cfb/players/silas-redd-1.html,5-10,212,4.70,37.0,18,122,,,,2014
Tevin Reese,WR,https://www.sports-reference.com/cfb/players/tevin-reese-1.html,5-10,163,4.46,41.0,,132,6.63,4.18,San Diego Chargers / 7th / 240th pick / 2014,2014
Caraun Reid,DT, ,6-2,302,4.91,26.5,20,106,7.59,4.58,Detroit Lions / 5th / 158th pick / 2014,2014
Trevor Reilly,OLB,https://www.sports-reference.com/cfb/players/trevor-reilly-1.html,6-5,245,4.67,,26,,,,New York Jets / 7th / 233rd pick / 2014,2014
Bryn Renner,QB,https://www.sports-reference.com/cfb/players/bryn-renner-1.html,6-3,228,4.87,25.5,,108,7.22,4.30,,2014
Bryn Renner,QB,https://www.sports-reference.com/cfb/players/bryn-renner-1.html,6-3,228,4.87,25.5,,108,7.22,4.30,,2014
Ed Reynolds,S,https://www.sports-reference.com/cfb/players/ed-reynolds-1.html,6-1,207,4.57,32.5,15,117,,,Philadelphia Eagles / 5th / 162nd pick / 2014,2014
Rashaad Reynolds,CB,https://www.sports-reference.com/cfb/players/rashaad-reynolds-1.html,5-10,189,4.51,37.5,20,123,6.72,4.00,,2014
Antonio Richardson,OT, ,6-6,336,5.30,24.5,36,,,,,2014
Cyril Richardson,OG,https://www.sports-reference.com/cfb/players/cyril-richardson-1.html,6-5,329,5.36,25.5,25,91,7.70,4.83,Buffalo Bills / 5th / 153rd pick / 2014,2014
Paul Richardson,WR,https://www.sports-reference.com/cfb/players/paul-richardson-1.html,6-0,175,4.40,38.0,,124,7.09,,Seattle Seahawks / 2nd / 45th pick / 2014,2014
Weston Richburg,C,https://www.sports-reference.com/cfb/players/weston-richburg-1.html,6-3,298,5.10,25.5,25,106,7.93,4.63,New York Giants / 2nd / 43rd pick / 2014,2014
Marcus Roberson,CB,https://www.sports-reference.com/cfb/players/marcus-roberson-1.html,6-0,191,4.61,37.5,8,120,6.84,4.08,,2014
Allen Robinson,WR,https://www.sports-reference.com/cfb/players/allen-robinson-1.html,6-3,220,4.60,39.0,,127,7.00,4.00,Jacksonville Jaguars / 2nd / 61st pick / 2014,2014
Greg Robinson,OT,https://www.sports-reference.com/cfb/players/greg-robinson-3.html,6-5,332,4.92,28.5,32,113,7.80,4.86,St. Louis Rams / 1st / 2nd pick / 2014,2014
Bradley Roby,CB,https://www.sports-reference.com/cfb/players/bradley-roby-1.html,5-11,194,4.39,38.5,17,124,,4.04,Denver Broncos / 1st / 31st pick / 2014,2014
Richard Rodgers,TE,https://www.sports-reference.com/cfb/players/richard-rodgers-1.html,6-4,257,4.87,31.5,16,116,7.23,4.47,Green Bay Packers / 3rd / 98th pick / 2014,2014
Michael Sam,DE,https://www.sports-reference.com/cfb/players/michael-sam-1.html,6-2,261,4.91,25.5,17,114,7.80,4.70,St. Louis Rams / 7th / 249th pick / 2014,2014
Bishop Sankey,RB,https://www.sports-reference.com/cfb/players/bishop-sankey-1.html,5-9,209,4.49,35.5,26,126,6.75,4.00,Tennessee Titans / 2nd / 54th pick / 2014,2014
Cairo Santos,K,https://www.sports-reference.com/cfb/players/cairo-santos-1.html,5-8,164,4.76,,,,,,,2014
Jalen Saunders,WR,https://www.sports-reference.com/cfb/players/jalen-saunders-1.html,5-9,165,4.44,34.0,,122,,,New York Jets / 4th / 104th pick / 2014,2014
Tom Savage,QB,https://www.sports-reference.com/cfb/players/tom-savage-1.html,6-4,228,4.97,27.0,,105,7.33,4.36,Houston Texans / 4th / 135th pick / 2014,2014
Michael Schofield,OT,https://www.sports-reference.com/cfb/players/michael-schofield-1.html,6-6,301,5.01,24.0,,93,7.62,4.57,Denver Broncos / 3rd / 95th pick / 2014,2014
Lache Seastrunk,RB,https://www.sports-reference.com/cfb/players/lache-seastrunk-1.html,5-9,201,4.51,41.5,15,134,,,Washington Redskins / 6th / 186th pick / 2014,2014
Austin Seferian-Jenkins,TE,https://www.sports-reference.com/cfb/players/austin-seferian-jenkins-1.html,6-5,262,4.75,,20,,,,Tampa Bay Buccaneers / 2nd / 38th pick / 2014,2014
Connor Shaw,QB,https://www.sports-reference.com/cfb/players/connor-shaw-1.html,6-0,206,4.66,34.0,,116,7.07,4.33,,2014
Ryan Shazier,OLB,https://www.sports-reference.com/cfb/players/ryan-shazier-1.html,6-1,237,4.58,42.0,25,130,6.91,4.21,Pittsburgh Steelers / 1st / 15th pick / 2014,2014
Prince Shembo,OLB,https://www.sports-reference.com/cfb/players/prince-shembo-1.html,6-1,253,4.71,38.5,26,122,7.29,4.31,Atlanta Falcons / 4th / 139th pick / 2014,2014
Charles Sims,RB,https://www.sports-reference.com/cfb/players/charles-sims-2.html,6-0,214,4.48,37.5,17,126,7.16,4.30,Tampa Bay Buccaneers / 3rd / 69th pick / 2014,2014
Shayne Skov,ILB,https://www.sports-reference.com/cfb/players/shayne-skov-1.html,6-2,245,5.09,,,,,,,2014
Yawin Smallwood,ILB,https://www.sports-reference.com/cfb/players/yawin-smallwood-1.html,6-2,246,,36.5,18,108,,,Atlanta Falcons / 7th / 253rd pick / 2014,2014
Chris Smith,OLB,https://www.sports-reference.com/cfb/players/chris-smith-14.html,6-1,266,4.66,37.0,28,121,7.55,4.46,Jacksonville Jaguars / 5th / 159th pick / 2014,2014
Jerome Smith,RB,https://www.sports-reference.com/cfb/players/jerome-smith-1.html,5-11,220,4.84,36.0,14,118,7.53,4.60,,2014
Marcus Smith,DE,https://www.sports-reference.com/cfb/players/marcus-smith-6.html,6-3,251,4.66,35.0,23,121,7.48,4.47,Philadelphia Eagles / 1st / 26th pick / 2014,2014
Telvin Smith,OLB,https://www.sports-reference.com/cfb/players/telvin-smith-1.html,6-3,218,4.52,31.5,,119,,,Jacksonville Jaguars / 5th / 144th pick / 2014,2014
Willie Snead,WR,https://www.sports-reference.com/cfb/players/willie-snead-3.html,5-11,195,4.62,33.5,11,113,7.19,4.39,,2014
Daniel Sorensen,S,https://www.sports-reference.com/cfb/players/daniel-sorensen-1.html,6-1,205,4.67,32.0,13,114,6.47,3.95,,2014
Dezmen Southward,S,https://www.sports-reference.com/cfb/players/dezmen-southward-1.html,6-0,211,4.38,,,,,,Atlanta Falcons / 3rd / 68th pick / 2014,2014
Tyler Starr,OLB, ,6-4,250,4.95,32.0,24,116,6.64,4.15,Atlanta Falcons / 7th / 255th pick / 2014,2014
Anthony Steen,OG,https://www.sports-reference.com/cfb/players/anthony-steen-1.html,6-3,314,5.33,,,,,,,2014
Shamar Stephen,DT,https://www.sports-reference.com/cfb/players/shamar-stephen-1.html,6-5,309,5.25,30.5,25,103,,,Minnesota Vikings / 7th / 220th pick / 2014,2014
Josh Stewart,WR,https://www.sports-reference.com/cfb/players/josh-stewart-1.html,5-10,178,4.69,35.0,11,117,7.10,4.33,,2014
Ed Stinson,DE,https://www.sports-reference.com/cfb/players/ed-stinson-1.html,6-3,287,4.98,,,,,,Arizona Cardinals / 5th / 160th pick / 2014,2014
James Stone,C,https://www.sports-reference.com/cfb/players/james-stone-1.html,6-4,306,5.17,27.5,22,105,8.16,4.63,,2014
Bryan Stork,C,https://www.sports-reference.com/cfb/players/bryan-stork-1.html,6-4,315,5.44,,,,,,New England Patriots / 4th / 105th pick / 2014,2014
Devin Street,WR,https://www.sports-reference.com/cfb/players/devin-street-1.html,6-3,198,4.55,37.0,,124,6.89,4.01,Dallas Cowboys / 5th / 146th pick / 2014,2014
Xavier Su'a-Filo,OG,https://www.sports-reference.com/cfb/players/xavier-sua-filo-1.html,6-4,307,5.04,25.0,25,102,7.60,4.44,Houston Texans / 2nd / 33rd pick / 2014,2014
Vinnie Sunseri,S,https://www.sports-reference.com/cfb/players/vinnie-sunseri-1.html,5-11,210,,,18,,,,New Orleans Saints / 5th / 167th pick / 2014,2014
Will Sutton,DT,https://www.sports-reference.com/cfb/players/will-sutton-1.html,6-0,303,5.36,28.5,24,99,7.93,4.82,Chicago Bears / 3rd / 82nd pick / 2014,2014
Travis Swanson,C,https://www.sports-reference.com/cfb/players/travis-swanson-1.html,6-5,312,5.28,26.0,20,95,7.73,4.65,Detroit Lions / 3rd / 76th pick / 2014,2014
Lorenzo Taliaferro,RB, ,6-0,229,4.58,33.0,18,118,6.88,4.22,Baltimore Ravens / 4th / 138th pick / 2014,2014
Brandon Thomas,OG,https://www.sports-reference.com/cfb/players/brandon-thomas-3.html,6-3,317,5.09,29.0,35,98,8.13,4.83,San Francisco 49ers / 3rd / 100th pick / 2014,2014
De'Anthony Thomas,RB,https://www.sports-reference.com/cfb/players/deanthony-thomas-1.html,5-9,174,4.39,32.0,8,124,,,Kansas City Chiefs / 4th / 124th pick / 2014,2014
Jemea Thomas,CB,https://www.sports-reference.com/cfb/players/jemea-thomas-1.html,5-9,192,4.52,37.0,19,125,,,New England Patriots / 6th / 206th pick / 2014,2014
Logan Thomas,QB,https://www.sports-reference.com/cfb/players/logan-thomas-1.html,6-6,248,4.61,35.5,,118,7.05,4.18,Arizona Cardinals / 4th / 120th pick / 2014,2014
Robert Thomas,DT,https://www.sports-reference.com/cfb/players/robert-thomas-2.html,6-1,327,5.26,,32,,,,,2014
Robert Thomas,DT,https://www.sports-reference.com/cfb/players/robert-thomas-2.html,6-1,327,5.26,,32,,,,,2014
Khyri Thornton,DT,https://www.sports-reference.com/cfb/players/khyri-thornton-1.html,6-3,304,5.03,29.0,28,112,7.83,4.76,Green Bay Packers / 3rd / 85th pick / 2014,2014
D.J. Tialavea,TE,https://www.sports-reference.com/cfb/players/dj-tialavea-1.html,6-3,267,4.95,,,,,,,2014
Jordan Tripp,OLB, ,6-3,234,4.67,37.5,22,120,6.89,3.96,Miami Dolphins / 5th / 171st pick / 2014,2014
Stephon Tuitt,DT,https://www.sports-reference.com/cfb/players/stephon-tuitt-1.html,6-5,304,4.92,,31,,,,Pittsburgh Steelers / 2nd / 46th pick / 2014,2014
Billy Turner,OT, ,6-5,315,5.16,28.0,25,108,7.92,4.71,Miami Dolphins / 3rd / 67th pick / 2014,2014
Trai Turner,OG,https://www.sports-reference.com/cfb/players/trai-turner-1.html,6-3,310,4.93,27.5,25,,,,Carolina Panthers / 3rd / 92nd pick / 2014,2014
George Uko,DT,https://www.sports-reference.com/cfb/players/george-uko-1.html,6-3,284,4.99,29.5,18,110,,,,2014
George Uko,ILB, ,6-1,231,4.82,,,,,,,2014
Brent Urban,DE,https://www.sports-reference.com/cfb/players/brent-urban-1.html,6-7,295,4.98,,,,,,Baltimore Ravens / 4th / 134th pick / 2014,2014
John Urschel,OG,https://www.sports-reference.com/cfb/players/john-urschel-1.html,6-3,313,5.31,29.0,30,102,7.55,4.47,Baltimore Ravens / 5th / 175th pick / 2014,2014
Dustin Vaughan,QB, ,6-5,235,4.95,29.0,,108,7.25,4.43,,2014
Brock Vereen,S,https://www.sports-reference.com/cfb/players/brock-vereen-1.html,6-0,199,4.47,34.0,25,117,6.90,4.07,Chicago Bears / 4th / 131st pick / 2014,2014
Jason Verrett,CB,https://www.sports-reference.com/cfb/players/jason-verrett-1.html,5-9,189,4.38,39.0,,128,6.69,4.00,San Diego Chargers / 1st / 25th pick / 2014,2014
Jimmie Ward,S,https://www.sports-reference.com/cfb/players/jimmie-ward-1.html,5-11,193,4.59,,9,,,,San Francisco 49ers / 1st / 30th pick / 2014,2014
Jimmie Ward,CB, ,5-11,196,4.57,,13,,,,,2014
L'Damian Washington,WR,https://www.sports-reference.com/cfb/players/ldamian-washington-1.html,6-4,195,4.46,32.0,8,115,7.19,4.35,,2014
Jaylen Watkins,CB,https://www.sports-reference.com/cfb/players/jaylen-watkins-1.html,5-11,194,4.41,,22,,,,Philadelphia Eagles / 4th / 101st pick / 2014,2014
Sammy Watkins,WR,https://www.sports-reference.com/cfb/players/sammy-watkins-1.html,6-1,211,4.43,34.0,16,126,6.95,4.34,Buffalo Bills / 1st / 4th pick / 2014,2014
Chris Watt,OG,https://www.sports-reference.com/cfb/players/chris-watt-1.html,6-3,310,5.50,,29,,,,San Diego Chargers / 3rd / 89th pick / 2014,2014
Larry Webster,TE, ,6-6,252,4.58,36.5,17,123,7.29,4.44,Detroit Lions / 4th / 136th pick / 2014,2014
Keith Wenning,QB,https://www.sports-reference.com/cfb/players/keith-wenning-1.html,6-3,218,5.00,28.0,,100,7.07,4.25,Baltimore Ravens / 6th / 194th pick / 2014,2014
Terrance West,RB, ,5-9,225,4.56,33.5,16,120,,,Cleveland Browns / 3rd / 94th pick / 2014,2014
Ethan Westbrooks,DE, ,6-3,267,4.90,29.0,19,110,7.30,4.67,,2014
Lavelle Westbrooks,CB, ,5-11,186,4.63,36.0,15,121,6.98,4.27,Cincinnati Bengals / 7th / 252nd pick / 2014,2014
Chris Whaley,DT,https://www.sports-reference.com/cfb/players/chris-whaley-1.html,6-3,269,5.02,,,,,,,2014
James White,RB,https://www.sports-reference.com/cfb/players/james-white-2.html,5-9,204,4.57,32.0,23,114,7.05,4.20,New England Patriots / 4th / 130th pick / 2014,2014
Andre Williams,RB,https://www.sports-reference.com/cfb/players/andre-williams-2.html,5-11,230,4.56,38.0,,129,7.27,4.06,New York Giants / 4th / 113th pick / 2014,2014
Damien Williams,RB,https://www.sports-reference.com/cfb/players/damien-williams-1.html,5-11,222,4.45,35.5,16,121,7.37,4.25,,2014
Avery Williamson,ILB,https://www.sports-reference.com/cfb/players/avery-williamson-1.html,6-1,246,4.66,30.5,25,120,7.11,4.07,Tennessee Titans / 5th / 151st pick / 2014,2014
Albert Wilson,WR,https://www.sports-reference.com/cfb/players/albert-wilson-1.html,5-9,202,4.43,37.5,10,123,7.00,4.21,,2014
Kerry Wynn,DE, ,6-5,266,4.97,34.0,31,113,,,,2014
David Yankey,OG,https://www.sports-reference.com/cfb/players/david-yankey-1.html,6-6,315,5.48,28.5,22,103,7.81,4.86,Minnesota Vikings / 5th / 145th pick / 2014,2014
Jordan Zumwalt,OLB,https://www.sports-reference.com/cfb/players/jordan-zumwalt-1.html,6-4,235,4.76,33.0,,116,6.99,4.25,Pittsburgh Steelers / 6th / 192nd pick / 2014,2014
